source_row,raw_unit,canonical_label,raw_occurrences,distinct_nonblank_corrections,mapping_status,canonical_unit_uri,external_mapping_status,recommended_disposition
651,male days/ha,person-d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
652,man days/ha,person-d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
653,man hours/ha,person-hr/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
654,man-days,person-d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
655,manure/day,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
656,matter/day,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
657,mean number of individual/m2,n/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
658,mean total insect/ kg sample,n/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
659,meq,mEq,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
660,meq 100 g−1,mEq/100 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
661,meq/100 g,mEq/100 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
662,meq/100 g soil,mEq/100 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
663,meq/100g,mEq/100 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
664,meq/g,mEq/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
665,Mesofauna group No.,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
666,metabolic,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
667,mg C / ha,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
668,mg C /g,mg C/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
669,Mg C /ha,Mg C/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
670,mg C /kg,mg C/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
671,mg C g/soil,mg C/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
672,mg C/g,mg C/g,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
673,mg C/g soil,mg C/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
674,Mg C/ha,Mg C/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
675,mg CO2 eq/ha,mg CO2 eq/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
676,mg CO2/ha,mg CO2/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
677,mg CO2-C/g Corg,mg CO2-C/g Corg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
678,Mg CO2-C/ha,Mg CO2-C/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
679,mg CO2-C/ha/yr,mg CO2-C/ha/yr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
680,mg CO2-C/kg,mg CO2-C/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
681,mg CO2-C/m2/hr,mg CO2-C/m2/h,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
682,Mg DM/ha,Mg DM/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
683,Mg Dry matter/ha,Mg DM/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
684,mg g/ soil,mg/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
685,Mg ha−1,Mg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
686,mg N m-2 /ha,mg N/m2/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
687,mg N/g,mg N/g,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
688,mg N/g soil,mg N/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
689,mg N/kg,mg N/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
690,mg N/kg soil,mg N/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
691,mg N/m2/h,mg N/m2/h,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
692,mg N2O-N/kg soil,mg N2O-N/kg soil,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
693,mg/100,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
694,mg/100 cm2/day,mg/100 cm2/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
695,Mg/100g,Mg/100 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
696,mg/234,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
697,mg/animal/day,mg/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
698,mg/day,mg/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
699,Mg/fed,Mg/fed,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
700,mg/g,mg/g,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
701,Mg/ha,Mg/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
702,Mg/ha DM,Mg DM/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
703,Mg/ha/year,Mg/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
704,mg/individual/day,mg/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
705,Mg/kg,Mg/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
706,mg/kg,mg/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
707,mg/kg(mineral),mg/kg(mineral),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
708,mg/kg(NH4),mg/kg NH4,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
709,mg/kg(NO3),mg/kg NO3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
710,mg/m3,mg/m3,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
711,mg/m3 (Particle matter),mg/m3 (particulate matter),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
712,mg/m3 particulate matter,mg/m3 (particulate matter),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
713,mg/mg,mg/mg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
714,mg/min,mg/min,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
715,mg/N/m2/d,mg N/m2/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
716,mg/plant,mg/plant,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
717,mgC/g,mg C/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
718,MgC/ha,Mg C/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
719,mgC/kg/day,mg C/kg/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
720,mgC-CO2/g/day,mg C-CO2/g/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
721,mgN/g,mg N/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
722,mgN/kg/day,mg N/kg/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
723,mgNH4-N /g soil,mg NH4-N/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
724,mgNO3-N /g soil,mg NO3-N/g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
725,Microfauna Abundance,n,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
726,microg/m2/h,microrganisms/m2/h,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
727,milk,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
728,min/day,min/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
729,min/day/household (collecting conventional fuel),min/d/household (collecting conventional fuel),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
730,min/day/household (feeding bio-digester),min/d/household (feeding bio-digester),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
731,min/day/household (manure management),min/d/household (manure management),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
732,min/day/household (preparing conventioanl fuel),min/d/household (preparing conventional fuel),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
733,min/m2,min/m2,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
734,Minutes,min,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
735,Mj/capita,Mj/capita,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
736,Mj/day,Mj/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
737,MJ/min/l,MJ/min/l,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
738,Ml,Ml,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
739,mL,ml,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
740,ml/day,ml/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
741,ml/g,ml/g,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
742,ml/g Dry matter,ml/g DM,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
743,ml/individual/day,ml/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
744,ml/plant,ml/plant,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
745,mm,mm,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
746,mm (available),mm (available),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
747,mm applied,mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
748,mm/150mm,mm/150 mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
749,mm/2 hr,mm/2 hr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
750,mm/3 hr,mm/3 hr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
751,mm/30 min,mm/30 min,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
752,mm/day,mm/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
753,mm/event,mm/event,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
754,mm/h,mm/h,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
755,mm/ha,mm/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
756,mm/ha/year,mm/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
757,mm/ha/yr,mm/ha/yr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
758,mm/hr,mm/h,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
759,mm/kg feddan,mm/kg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
760,mm/m,mm/m,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
761,mm/min,mm/min,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
762,mm/mm,mm/mm,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
763,mm/s,mm/s,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
764,mm/year,mm/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
765,mm/yr,mm/yr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
766,mm3/mm3 (0 kpa),mm3/mm3 (0 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
767,mm3/mm3 (-100 kpa),mm3/mm3 (-100 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
768,mm3/mm3 (-1500 kpa),mm3/mm3 (-1500 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
769,mm3/mm3(-10 kpa),mm3/mm3(-10 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
770,mmol/kg,mmol/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
771,mmol/l,mmol/l,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
772,mmolc dm-3,mmolc/dm3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
773,mmolc/dm3,mmolc/dm3,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
774,mmolc/kg,mmolc/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
775,mol c /kg,mol C/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
776,mol co2/mol water,mol CO2/mol H2O,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
777,Mortality,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
778,MRR,MRR,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
779,ms/cm,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
780,mS/m,mS/m,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
781,Mt/ha,Mt/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
782,MWK,MWK,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
783,MWK/ha,MWK/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
784,MWK/ha/year,MWK/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
785,MXN/ha,MXN/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
786,MZN/ha,MZN/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
787,N,n,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
788,N (C. quadricollis),n C.quadricollis,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
789,N (S. zeamais),n S.zeamais,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
790,N (T. confusum),n T.confusum,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
791,N (weevils),n weevils,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
792,N /100g (holes),n holes/100 grains,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
793,N A.obtectus adults,n A.obtectus adults,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
794,N ants/m2,n ants/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
795,N araneae/m2,n araneae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
796,N bacterial-feeding nematodes/100 kg soil,n bacterial-feeding nematodes/100 kg soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
797,N beetle/m2,n beetle/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
798,N C. maculatus adults/500g,n Callosobruchus maculatus adults/500 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
799,N C. maculatus alive,n Callosobruchus maculatus alive,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
800,N C. maculatus layers,n Callosobruchus maculatus layers,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
801,N C. quadricollis,n C.quadricollis,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
802,N Callosobruchus maculatus,n Callosobruchus maculatus,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
803,N Callosobruchus maculatus eggs,n Callosobruchus maculatus eggs,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
804,N carabidae/m2,n Carabidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
805,N Carpophilus sp,n Carpophilus sp,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
806,N centipedes/m2,n centipedes/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
807,N coleoptera larvae/m2,n Coleoptera larvae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
808,N cryptolestes ferrugineous insects/kg,n Cryptolestes ferrugineous/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
809,N Earthworm/m2,n earthworm/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
810,N Formicidae/m2,n Formicidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
811,N fungal-feeding nematodes/100 kg soil,n fungal feeding nematodes/100 kg soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
812,N Grass species,n grass species,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
813,N infected(P. truncatus.S. zeamais),"n infected (P. truncatus, S. zeamais)",1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
814,N Japygidae/m2,n Japygidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
815,N Julidae/m2,n Julidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
816,N Larger grain borer/450g,n large grain borer/450 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
817,N Lepismatidae/m2,n Lepismatidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
818,N live births,n live births,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
819,N Lumbricidae/m2,n Lumbricidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
820,N macrofauna/m2,n macrofauna/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
821,N mg/kg,n mg/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
822,N mussidia nigrivenella,n mussidia nigrivenella,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
823,N non-C. maculatus alive,n non-Callosobruchus maculatus alive,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
824,N non-S. oryzae,n non-S.oryzae,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
825,N of live weevils/450g,n live weevils/450g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
826,N of species macrofauna,n macrofauna species,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
827,N of species tree/shrub,n tree/shrub species,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
828,N other organisms/m2,n other organisms/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
829,N P.truncatus,n Prostephanus truncatus,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
830,N Polydesmidae/m2,n Polydesmidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
831,N Porcellionidae/m2,n Porcellionidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
832,N Prostephanus truncatus,n Prostephanus truncatus,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
833,N Pyrrhocoridae/m2,n Pyrrhocoridae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
834,N Rhyzopertha dominica insects/kg,n Rhyzopertha dominica insects/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
835,N S. oryzae,n S.oryzae,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
836,N S. zeamais,n S.zeamais,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
837,N S.zeamais,n S.zeamais,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
838,N Scolopendridae/m2,n Scolopendridae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
839,N Sitophilus grananus insects/kg,n Sitophilus grananus insects/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
840,N soil macrofauna/0.0156 m3 of soil,n soil macrofauna/0.0156 m3 soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
841,N species,species richness (S),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
842,N Staphylinidae/m2,n Staphylinidae/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
843,N T. nigrescens,n T.nigrescens,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
844,N T.nigrescents,n T.nigrescens,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
845,N termites/m2,n termites/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
846,N tribolium castenoum insects/kg,n Tribolium casteneum/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
847,N Woody species,n woody species,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
848,N/10 bird/day,n/10 birds/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
849,N/100 cows,n/100 cows,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
850,N/100g,n/100 g,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
851,N/200g soil,n/200 g soil,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
852,N/A,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
853,n/kg,n/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
854,N/kg feed,N/kg feed,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
855,N/kg soil,N/kg soil,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
856,N/m2,N/m2,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
857,N/plant,N/plant,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
858,N/week,n/week,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
859,N2O-N kg/ha,N2O-N kg/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
860,NA,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
861,Naira/day,NGN/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
862,new colonies Atta cephalotes/ha,Atta cephalotes colonies/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
