edge_id,subject_id,subject_label,subject_type,current_relation,object_id,object_label,object_type,recommended_disposition,proposed_relation,status,evidence_ids,rationale
HIER-0339,era:outcome:217.0,Erosion,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0340,era:outcome:218.0,Runoff,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0341,era:outcome:223.0,Soil Organic Matter,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0342,era:outcome:224.0,Soil Organic Carbon,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0343,era:outcome:224.1,Soil Organic Carbon (Change),leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0344,era:outcome:226.0,Soil Nitrogen,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0345,era:outcome:226.1,Soil Total Nitrogen,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0346,era:outcome:226.2,Soil Available Nitrogen,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0347,era:outcome:226.3,Soil NO3,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0348,era:outcome:226.4,Soil NH4,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0349,era:outcome:231.0,Soil Moisture,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0350,era:outcome:221.0,Infiltration Rate,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0351,era:outcome:228.0,Cation Exchange Capacity,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0352,era:outcome:228.1,Effective Cation Exchange Capacity,leaf_outcome,broader,era:outcome:indicator:009,Soil Quality,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0353,era:outcome:270.0,Yield Stability,leaf_outcome,broader,era:outcome:indicator:010,Yield Stability,indicator,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0354,era:outcome:236.1,Animal Survival,leaf_outcome,broader,era:outcome:indicator:011,Animal Survival,indicator,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0355,era:outcome:236.2,Animal Mortality,leaf_outcome,broader,era:outcome:indicator:011,Animal Survival,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0356,era:outcome:232.1,Water Use,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0357,era:outcome:232.2,Water Use Efficiency,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0358,era:outcome:232.3,Depreciated -Water Use (Rain & Irrigation),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0359,era:outcome:232.4,Depreciated - Water Use (Irrigation),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0360,era:outcome:232.5,Depreciated - Water Use (Unspecified),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0361,era:outcome:233.0,Nitrogen Use Efficiency (ARE Unspecificed),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0362,era:outcome:233.1,Nitrogen Use Efficiency (ARE Product),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0363,era:outcome:233.2,Nitrogen Use Efficiency (ARE AGB),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0364,era:outcome:233.3,Nitrogen Use Efficiency (Isotopic Product),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0365,era:outcome:233.4,Nitrogen Use Efficiency (Isotopic AGB),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0366,era:outcome:233.5,Nitrogen Use Efficiency (PNB Product),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0367,era:outcome:233.6,Nitrogen Use Efficiency (PNB AGB),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0368,era:outcome:257.1,Nitrogen Agronomic Efficiency,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0369,era:outcome:257.3,Nitrogen Agronomic Efficiency (AGB),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0370,era:outcome:257.2,Nitrogen Factor Productivity,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0371,era:outcome:238.0,Nitrogen (Apparent Efficiency Animals Feed),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0372,era:outcome:234.0,Phosphorus Use Efficiency (ARE Unspecified),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0373,era:outcome:234.1,Phosphorus Use Efficiency (ARE Product),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0374,era:outcome:234.2,Phosphorus Use Efficiency (ARE AGB),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0375,era:outcome:258.0,Phosphorus Agronomic Efficiency,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0376,era:outcome:258.2,Phosphorus Factor Productivity,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0377,era:outcome:235.0,Potassium Use Efficiency (ARE Unspecified),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0378,era:outcome:235.1,Potassium Use Efficiency (ARE Product),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0379,era:outcome:235.2,Potassium Use Efficiency (ARE AGB),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0380,era:outcome:259.0,Potassium Agronomic Efficiency,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0381,era:outcome:259.2,Potassium Factor Productivity,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0382,era:outcome:257.0,Total Factor Productivity,leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0383,era:outcome:267.0,Feed Conversion Ratio (Out In),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0384,era:outcome:267.1,Feed Conversion Ratio (In Out),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0385,era:outcome:265.0,Protein Conversion Ratio (Out In),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0386,era:outcome:265.1,Protein Conversion Ratio (In Out),leaf_outcome,broader,era:outcome:indicator:012,Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0387,era:outcome:239.0,Labour Female,leaf_outcome,broader,era:outcome:indicator:013,Gender Equity,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0388,era:outcome:240.0,Labour Male,leaf_outcome,broader,era:outcome:indicator:013,Gender Equity,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0389,era:outcome:242.0,Income Female,leaf_outcome,broader,era:outcome:indicator:013,Gender Equity,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0390,era:outcome:243.0,Income Male,leaf_outcome,broader,era:outcome:indicator:013,Gender Equity,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0391,era:outcome:132.0,Labour Person Hours,leaf_outcome,broader,era:outcome:indicator:014,Labour,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0392,era:outcome:133.0,Return to Labour,leaf_outcome,broader,era:outcome:indicator:014,Labour,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0393,era:outcome:304.0,CO2 Equivalent Emissions,leaf_outcome,broader,era:outcome:indicator:015,Emissions,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0394,era:outcome:305.0,Methane Emissions,leaf_outcome,broader,era:outcome:indicator:015,Emissions,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0395,era:outcome:306.0,Nitrous Oxide Emissions,leaf_outcome,broader,era:outcome:indicator:015,Emissions,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0396,era:outcome:307.0,Carbon Dioxide Emissions,leaf_outcome,broader,era:outcome:indicator:015,Emissions,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0397,era:outcome:311.0,Emissions Intensity,leaf_outcome,broader,era:outcome:indicator:015,Emissions,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0398,era:outcome:308.0,Soil Carbon Stocks,leaf_outcome,broader,era:outcome:indicator:016,Carbon Stocks,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0399,era:outcome:309.0,Aboveground Carbon Biomass,leaf_outcome,broader,era:outcome:indicator:016,Carbon Stocks,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0400,era:outcome:310.0,Belowground Carbon Biomass,leaf_outcome,broader,era:outcome:indicator:016,Carbon Stocks,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0401,era:outcome:323.0,Fuel Use,leaf_outcome,broader,era:outcome:indicator:017,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0402,era:outcome:320.0,Fuel Savings,leaf_outcome,broader,era:outcome:indicator:018,Fuel Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0403,era:outcome:321.0,Cooking Time,leaf_outcome,broader,era:outcome:indicator:018,Fuel Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0404,era:outcome:322.0,Specific Fuel Use,leaf_outcome,broader,era:outcome:indicator:018,Fuel Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0405,era:outcome:324.0,Cookstove Emissions,leaf_outcome,broader,era:outcome:indicator:018,Fuel Efficiency,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
