source_sheet,source_row,source_id,source_code_lexical,proposed_governed_code,source_label,source_status,domain,current_pilot_id,current_pilot_path,current_model_issue,recommended_resource,recommended_model,recommended_action,decision_status,legacy_code_mapping_candidates,same_label_aom_candidates,exact_definition_aom_candidates,authority_label_candidates,evidence_ids,reviewer,review_date,rationale
out,98,out:265.1,265.1,265.1,Protein Conversion Ratio (In Out),FALSE,livestock,era:outcome:265.1,Resilience / Efficiency / Efficiency / Protein Conversion Ratio (In Out),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000516,AOM_000516,AOM_000516,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,99,out:239,239,239,Labour Female,FALSE,cross-domain,era:outcome:239.0,Resilience / Social / Gender Equity / Labour Female,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,100,out:240,240,240,Labour Male,FALSE,cross-domain,era:outcome:240.0,Resilience / Social / Gender Equity / Labour Male,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,101,out:242,242,242,Income Female,FALSE,cross-domain,era:outcome:242.0,Resilience / Social / Gender Equity / Income Female,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-ambiguous-legacy-code-mapping,held,AOM_000395;AOM_000517,AOM_000517,AOM_000517,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Legacy ERA code points to multiple AOM identifiers.
out,102,out:243,243,243,Income Male,FALSE,cross-domain,era:outcome:243.0,Resilience / Social / Gender Equity / Income Male,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-ambiguous-legacy-code-mapping,held,AOM_000394;AOM_000518,AOM_000518,AOM_000518,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Legacy ERA code points to multiple AOM identifiers.
out,103,out:132,132,132,Labour Person Hours,FALSE,cross-domain,era:outcome:132.0,Resilience / Social / Labour / Labour Person Hours,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,104,out:133,133,133,Return to Labour,FALSE,cross-domain,era:outcome:133.0,Resilience / Social / Labour / Return to Labour,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000396,AOM_000396,AOM_000396,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,105,out:304,304,304,CO2 Equivalent Emissions,FALSE,cross-domain-environment,era:outcome:304.0,Mitigation / Emissions / Emissions / CO2 Equivalent Emissions,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000521,AOM_000521,AOM_000521,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,106,out:305,305,305,Methane Emissions,FALSE,cross-domain-environment,era:outcome:305.0,Mitigation / Emissions / Emissions / Methane Emissions,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000522,AOM_000522,AOM_000522,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,107,out:306,306,306,Nitrous Oxide Emissions,FALSE,cross-domain-environment,era:outcome:306.0,Mitigation / Emissions / Emissions / Nitrous Oxide Emissions,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000523,AOM_000523,AOM_000523,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,108,out:307,307,307,Carbon Dioxide Emissions,FALSE,cross-domain-environment,era:outcome:307.0,Mitigation / Emissions / Emissions / Carbon Dioxide Emissions,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000524,AOM_000524,AOM_000524,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,109,out:311,311,311,Emissions Intensity,FALSE,cross-domain-environment,era:outcome:311.0,Mitigation / Emissions / Emissions / Emissions Intensity,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000525,AOM_000525,AOM_000525,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,110,out:308,308,308,Soil Carbon Stocks,FALSE,cross-domain-environment,era:outcome:308.0,Mitigation / Carbon Stocks / Carbon Stocks / Soil Carbon Stocks,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000527,AOM_000527,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,111,out:309,309,309,Aboveground Carbon Biomass,FALSE,cross-domain-environment,era:outcome:309.0,Mitigation / Carbon Stocks / Carbon Stocks / Aboveground Carbon Biomass,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000529,AOM_000529,AOM_000529,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,112,out:310,310,310,Belowground Carbon Biomass,FALSE,cross-domain-environment,era:outcome:310.0,Mitigation / Carbon Stocks / Carbon Stocks / Belowground Carbon Biomass,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,,AOM_000530,AOM_000530,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,113,out:323,323,323,Fuel Use,FALSE,energy,era:outcome:323.0,Mitigation / Cookstove / Costs / Fuel Use,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-unassigned,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,114,out:320,320,320,Fuel Savings,FALSE,energy,era:outcome:320.0,Mitigation / Cookstove / Fuel Efficiency / Fuel Savings,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-unassigned,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,115,out:321,321,321,Cooking Time,FALSE,energy,era:outcome:321.0,Mitigation / Cookstove / Fuel Efficiency / Cooking Time,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-unassigned,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,116,out:322,322,322,Specific Fuel Use,FALSE,energy,era:outcome:322.0,Mitigation / Cookstove / Fuel Efficiency / Specific Fuel Use,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-unassigned,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,117,out:324,324,324,Cookstove Emissions,FALSE,energy,era:outcome:324.0,Mitigation / Cookstove / Fuel Efficiency / Cookstove Emissions,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-unassigned,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out_econ,2,out_econ:row:2,AOM_will_add_unique_value,AOM_will_add_unique_value,Animal housing,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,3,out_econ:row:3,AOM_will_add_unique_value,AOM_will_add_unique_value,Equipment,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,4,out_econ:row:4,AOM_will_add_unique_value,AOM_will_add_unique_value,Animals Purchase,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,5,out_econ:row:5,AOM_will_add_unique_value,AOM_will_add_unique_value,Loans,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,6,out_econ:row:6,AOM_will_add_unique_value,AOM_will_add_unique_value,Fertilizers,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,7,out_econ:row:7,AOM_will_add_unique_value,AOM_will_add_unique_value,Inorganic Fertilizer,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,AGRO_00002040,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,8,out_econ:row:8,AOM_will_add_unique_value,AOM_will_add_unique_value,Organic Fertilizer,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,AGRO_00002039,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,9,out_econ:row:9,AOM_will_add_unique_value,AOM_will_add_unique_value,pH Amendments,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,10,out_econ:row:10,AOM_will_add_unique_value,AOM_will_add_unique_value,Mulch,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,AGRO_00000092,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,11,out_econ:row:11,AOM_will_add_unique_value,AOM_will_add_unique_value,Organic Mulch,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,12,out_econ:row:12,AOM_will_add_unique_value,AOM_will_add_unique_value,Biochar,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,AGRO_00020002;ENVO_2000007,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,13,out_econ:row:13,AOM_will_add_unique_value,AOM_will_add_unique_value,Plastic Mulch,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,AGRO_00000093,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,14,out_econ:row:14,AOM_will_add_unique_value,AOM_will_add_unique_value,Pesticides,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,15,out_econ:row:15,AOM_will_add_unique_value,AOM_will_add_unique_value,Herbicides,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000423,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,16,out_econ:row:16,AOM_will_add_unique_value,AOM_will_add_unique_value,Insecticides,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000424,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,17,out_econ:row:17,AOM_will_add_unique_value,AOM_will_add_unique_value,Fungicide,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000425,,CHEBI_24127,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,18,out_econ:row:18,AOM_will_add_unique_value,AOM_will_add_unique_value,Biological Control,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,19,out_econ:row:19,AOM_will_add_unique_value,AOM_will_add_unique_value,Seeds or Planting Material,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,20,out_econ:row:20,AOM_will_add_unique_value,AOM_will_add_unique_value,Seeds,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,21,out_econ:row:21,AOM_will_add_unique_value,AOM_will_add_unique_value,Saplings,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,22,out_econ:row:22,AOM_will_add_unique_value,AOM_will_add_unique_value,Veterinary,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,23,out_econ:row:23,AOM_will_add_unique_value,AOM_will_add_unique_value,Animal Feed,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,24,out_econ:row:24,AOM_will_add_unique_value,AOM_will_add_unique_value,Transport,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,25,out_econ:row:25,AOM_will_add_unique_value,AOM_will_add_unique_value,Equipment,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,26,out_econ:row:26,AOM_will_add_unique_value,AOM_will_add_unique_value,Electricity,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,27,out_econ:row:27,AOM_will_add_unique_value,AOM_will_add_unique_value,Irrigation,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,28,out_econ:row:28,AOM_will_add_unique_value,AOM_will_add_unique_value,Fuel,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,,,CHEBI_33292,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,29,out_econ:row:29,AOM_will_add_unique_value,AOM_will_add_unique_value,Labor Cost,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000439,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,30,out_econ:row:30,AOM_will_add_unique_value,AOM_will_add_unique_value,Family Labor Cost,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_101010,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,31,out_econ:row:31,AOM_will_add_unique_value,AOM_will_add_unique_value,Family Labor Cost (Male),not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000441,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,32,out_econ:row:32,AOM_will_add_unique_value,AOM_will_add_unique_value,Family Labor Cost (Female),not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000442,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,33,out_econ:row:33,AOM_will_add_unique_value,AOM_will_add_unique_value,Hired Labor Cost,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000443,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,34,out_econ:row:34,AOM_will_add_unique_value,AOM_will_add_unique_value,Land Rent,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000444,AOM_000444,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,35,out_econ:row:35,AOM_will_add_unique_value,AOM_will_add_unique_value,Packaging material,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000445,AOM_000445,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,36,out_econ:row:36,AOM_will_add_unique_value,AOM_will_add_unique_value,Tax,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000447,AOM_000447,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,37,out_econ:row:37,AOM_will_add_unique_value,AOM_will_add_unique_value,Labor Opportunity Cost,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000448,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
out_econ,38,out_econ:row:38,AOM_will_add_unique_value,AOM_will_add_unique_value,Capital Opportunity Cost,not-applicable,cross-domain-economics,,,"Source is absent from pilot, uses placeholder identifiers, and treats accounting category as intrinsic hierarchy.",aom-core-model-plus-domain-variable,economic-observable-plus-accounting-context,hold-id-allocation-pending-economic-decomposition,held,,AOM_000449,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,"Economic variable needs measure, cost/benefit class, object, basis, and valuation review before identity allocation."
