node_id,label,node_type,module,status
AOM_003900,Citrus aurantifolia Leaves,aom-concept,aom-livestock,staging
AOM_006406,Citrus aurantifolia,aom-concept,aom-livestock,staging
AOM_001138,Combretum apiculatum,aom-concept,aom-livestock,staging
AOM_006077,Daniellia oliveri Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001704,Daniellia oliveri Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001140,Daniellia oliveri Leaves,aom-concept,aom-livestock,staging
AOM_001139,Daniellia oliveri,aom-concept,aom-livestock,staging
AOM_002067,Delonix elata Dried,aom-concept,aom-livestock,staging
AOM_006219,Delonix regia Seed Alkali Treated Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_006083,Delonix regia Seed Dried Ground Roasted,aom-concept,aom-livestock,staging
AOM_006081,Delonix regia Seed Ground,aom-concept,aom-livestock,staging
AOM_006082,Delonix regia Seed Ground Roasted,aom-concept,aom-livestock,staging
AOM_003919,Delonix regia Seed,aom-concept,aom-livestock,staging
AOM_006366,Dichrostachys cinerea Dried Ground,aom-concept,aom-livestock,staging
AOM_001655,Dichrostachys cinerea Fruits Dried,aom-concept,aom-livestock,staging
AOM_001654,Dichrostachys cinerea Fruits,aom-concept,aom-livestock,staging
AOM_001141,Dichrostachys cinerea,aom-concept,aom-livestock,staging
AOM_006090,Enterolobium cyclocarpum Crushed Wilted,aom-concept,aom-livestock,staging
AOM_006015,Enterolobium cyclocarpum Leaves,aom-concept,aom-livestock,staging
AOM_006407,Enterolobium cyclocarpum,aom-concept,aom-livestock,staging
AOM_001796,Erythrina abyssinica Wilted,aom-concept,aom-livestock,staging
AOM_001795,Erythrina abyssinica,aom-concept,aom-livestock,staging
AOM_001705,Erythrina brucei Leaves Dried,aom-concept,aom-livestock,staging
AOM_001143,Erythrina brucei Leaves,aom-concept,aom-livestock,staging
AOM_001142,Erythrina brucei,aom-concept,aom-livestock,staging
AOM_002224,Euclea crispa,aom-concept,aom-livestock,staging
AOM_001144,Euclea schimperi,aom-concept,aom-livestock,staging
AOM_006371,Faidherbia albida Dried,aom-concept,aom-livestock,staging
AOM_002051,Faidherbia albida Pods Dried Ground Soaked,aom-concept,aom-livestock,staging
AOM_002050,Faidherbia albida Pods Ground,aom-concept,aom-livestock,staging
AOM_002049,Faidherbia albida Pods,aom-concept,aom-livestock,staging
AOM_001145,Faidherbia albida,aom-concept,aom-livestock,staging
AOM_001588,Ficus,aom-concept,aom-livestock,staging
AOM_006098,Ficus exasperata Dried Ground,aom-concept,aom-livestock,staging
AOM_003898,Ficus exasperata,aom-concept,aom-livestock,staging
AOM_006373,Ficus exasperata leaves and twigs,aom-concept,aom-livestock,staging
AOM_002052,Ficus natalensis,aom-concept,aom-livestock,staging
AOM_002053,Ficus natalensis Leaves,aom-concept,aom-livestock,staging
AOM_002054,Ficus polita,aom-concept,aom-livestock,staging
AOM_000708,Ficus thonningii Leaves Dried,aom-concept,aom-livestock,staging
AOM_001657,Ficus thonningii Leaves Ground,aom-concept,aom-livestock,staging
AOM_001147,Ficus thonningii,aom-concept,aom-livestock,staging
AOM_001148,Ficus thonningii Leaves,aom-concept,aom-livestock,staging
AOM_006104,Garcinia kola Seeds Dried Ground,aom-concept,aom-livestock,staging
AOM_001799,Gliciridia sepium Ground,aom-concept,aom-livestock,staging
AOM_001801,Gliciridia sepium Leaves Dried,aom-concept,aom-livestock,staging
AOM_001986,Gliciridia sepium Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001988,Gliciridia sepium Leaves Ground,aom-concept,aom-livestock,staging
AOM_006376,Gliciridia sepium Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001800,Gliciridia sepium Leaves,aom-concept,aom-livestock,staging
AOM_001798,Gliciridia sepium Wilted,aom-concept,aom-livestock,staging
AOM_001797,Gliciridia sepium,aom-concept,aom-livestock,staging
AOM_001150,Gliricidia sepium Leaves and Soft Twig,aom-concept,aom-livestock,staging
AOM_001149,Gliricidia sepium,aom-concept,aom-livestock,staging
AOM_006107,Gmelina arborea Dried,aom-concept,aom-livestock,staging
AOM_006105,Gmelina arborea Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_000709,Gmelina arborea Leaves Ground,aom-concept,aom-livestock,staging
AOM_006106,Gmelina arborea Leaves Wilted,aom-concept,aom-livestock,staging
AOM_003083,Gmelina arborea Leaves,aom-concept,aom-livestock,staging
AOM_001151,Gmelina arborea,aom-concept,aom-livestock,staging
AOM_001968,Grewia similis Dried,aom-concept,aom-livestock,staging
AOM_006109,Grewia spp. Dried,aom-concept,aom-livestock,staging
AOM_001967,Grewia spp.,aom-concept,aom-livestock,staging
AOM_002090,Harrisonia abyssinica leaves,aom-concept,aom-livestock,staging
AOM_006116,Hermosa sidoides Dried,aom-concept,aom-livestock,staging
AOM_003921,Hermosa sidoides,aom-concept,aom-livestock,staging
AOM_003920,Hevea brasiliensis Seed Cake Boiled Dried Ground,aom-concept,aom-livestock,staging
AOM_006118,Hevea brasiliensis Seed,aom-concept,aom-livestock,staging
AOM_001153,Hoodia gordonii,aom-concept,aom-livestock,staging
AOM_001970,Jatropha curcas Cake Defatted Dried Ground,aom-concept,aom-livestock,staging
AOM_002133,Jatropha curcas Cake Defatted Ground,aom-concept,aom-livestock,staging
AOM_002055,Jatropha curcas Cake Dried Ground,aom-concept,aom-livestock,staging
AOM_002130,Jatropha curcas Cake Ground,aom-concept,aom-livestock,staging
AOM_001969,Jatropha curcas Kernel Dried Ground,aom-concept,aom-livestock,staging
AOM_001155,Jatropha curcas Kernel Ground,aom-concept,aom-livestock,staging
AOM_001154,Jatropha curcas Kernel,aom-concept,aom-livestock,staging
AOM_006121,Jatropha curcas Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_003954,Jatropha curcas Leaves,aom-concept,aom-livestock,staging
AOM_001971,Jatropha curcas Seed Defatted Fermented Ground,aom-concept,aom-livestock,staging
AOM_001157,Jatropha curcas Seed Ground,aom-concept,aom-livestock,staging
AOM_001156,Jatropha curcas Seed,aom-concept,aom-livestock,staging
AOM_001158,Khaya senegalensis Dried,aom-concept,aom-livestock,staging
AOM_002100,Khaya senegalensis Leaves,aom-concept,aom-livestock,staging
AOM_006007,Khaya senegalensis Leaves Dried,aom-concept,aom-livestock,staging
AOM_001810,Khaya senegalensis,aom-concept,aom-livestock,staging
AOM_001919,Leucaena Leaves Dried,aom-concept,aom-livestock,staging
AOM_000710,Leucaena leucocephala,aom-concept,aom-livestock,staging
AOM_001667,Leucaena leucocephala Dried,aom-concept,aom-livestock,staging
AOM_001669,Leucaena leucocephala Dried Ground,aom-concept,aom-livestock,staging
AOM_001710,Leucaena leucocephala Leaves Dried,aom-concept,aom-livestock,staging
AOM_001671,Leucaena leucocephala Leaves Dried Ensiled,aom-concept,aom-livestock,staging
AOM_001974,Leucaena leucocephala Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001973,Leucaena leucocephala Leaves Ground,aom-concept,aom-livestock,staging
AOM_006381,Leucaena leucocephala Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001672,Leucaena leucocephala Leaves,aom-concept,aom-livestock,staging
AOM_001668,Leucaena leucocephala Wilted,aom-concept,aom-livestock,staging
AOM_001771,Leucaena pallida,aom-concept,aom-livestock,staging
AOM_001775,Leucaena pallida Dried,aom-concept,aom-livestock,staging
AOM_001770,Leucaena pallida Leaves Dried,aom-concept,aom-livestock,staging
AOM_001769,Leucaena pallida Leaves,aom-concept,aom-livestock,staging
AOM_006135,Millettia ferruginea Wilted,aom-concept,aom-livestock,staging
AOM_003909,Millettia ferruginea,aom-concept,aom-livestock,staging
AOM_001696,Moringa oleifera Dried,aom-concept,aom-livestock,staging
AOM_001976,Moringa oleifera Dried Ground,aom-concept,aom-livestock,staging
AOM_001711,Moringa oleifera Ensiled,aom-concept,aom-livestock,staging
AOM_006204,Moringa oleifera Ground,aom-concept,aom-livestock,staging
AOM_003903,Moringa oleifera Leaves,aom-concept,aom-livestock,staging
AOM_001913,Moringa oleifera Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_000711,Moringa oleifera Leaves Ground,aom-concept,aom-livestock,staging
AOM_006227,Moringa oleifera Leaves Extract Dried Ground,aom-concept,aom-livestock,staging
AOM_001979,Moringa oleifera Leaves Extract,aom-concept,aom-livestock,staging
AOM_001978,Moringa oleifera Root Bark Dried Ground,aom-concept,aom-livestock,staging
AOM_006343,Moringa oleifera Seed Cake Ground,aom-concept,aom-livestock,staging
AOM_006136,Moringa oleifera Seed Dried Ground,aom-concept,aom-livestock,staging
AOM_006341,Moringa oleifera Seed Oil,aom-concept,aom-livestock,staging
AOM_003971,Moringa oleifera Seed,aom-concept,aom-livestock,staging
AOM_001977,Moringa oleifera Stalks Dried Ground,aom-concept,aom-livestock,staging
AOM_001152,Moringa oleifera,aom-concept,aom-livestock,staging
AOM_001792,Moringa stenopetala Dried,aom-concept,aom-livestock,staging
AOM_006137,Moringa stenopetala Leaves Dried,aom-concept,aom-livestock,staging
AOM_001980,Moringa stenopetala Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001791,Moringa stenopetala,aom-concept,aom-livestock,staging
AOM_006138,Morus alba Leaves Crushed Dried,aom-concept,aom-livestock,staging
AOM_002251,Morus alba Leaves,aom-concept,aom-livestock,staging
AOM_002250,Morus alba,aom-concept,aom-livestock,staging
AOM_006139,Morus indica Leaves Crushed Dried,aom-concept,aom-livestock,staging
AOM_002236,Morus indica Leaves,aom-concept,aom-livestock,staging
AOM_006140,Myrtus communis Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_003989,Myrtus communis Leaves,aom-concept,aom-livestock,staging
AOM_006144,Occicum gatissimum Dried Ground,aom-concept,aom-livestock,staging
AOM_003901,Occicum gatissimum Leaves,aom-concept,aom-livestock,staging
AOM_006410,Occicum gatissimum,aom-concept,aom-livestock,staging
AOM_001706,Olive Leaves Dried,aom-concept,aom-livestock,staging
AOM_000730,Olive Leaves,aom-concept,aom-livestock,staging
AOM_006205,Opuntia ficus indica Cladode Crushed,aom-concept,aom-livestock,staging
AOM_001715,Opuntia ficus indica Cladode Dried,aom-concept,aom-livestock,staging
AOM_002057,Opuntia ficus indica Cladode Dried Ground,aom-concept,aom-livestock,staging
AOM_001915,Opuntia ficus indica Cladode Ensiled,aom-concept,aom-livestock,staging
AOM_002118,Opuntia ficus indica Cladode Ensiled Singed,aom-concept,aom-livestock,staging
AOM_002056,Opuntia ficus indica Cladode Ground,aom-concept,aom-livestock,staging
AOM_001914,Opuntia ficus indica Cladode,aom-concept,aom-livestock,staging
AOM_001981,Opuntia ficus indica Dried Ground,aom-concept,aom-livestock,staging
AOM_006147,Opuntia ficus indica Fruits Dried Ground,aom-concept,aom-livestock,staging
AOM_002111,Opuntia ficus indica Fruits,aom-concept,aom-livestock,staging
AOM_001168,Opuntia ficus indica Ground,aom-concept,aom-livestock,staging
AOM_001167,Opuntia ficus indica Juice,aom-concept,aom-livestock,staging
AOM_006203,Opuntia ficus indica Peel,aom-concept,aom-livestock,staging
AOM_001166,Opuntia ficus indica,aom-concept,aom-livestock,staging
AOM_002154,Opuntia stricta Cladode,aom-concept,aom-livestock,staging
AOM_002153,Opuntia stricta,aom-concept,aom-livestock,staging
AOM_006149,Oxytenanthera abyssinica Leaves Dried,aom-concept,aom-livestock,staging
AOM_003915,Oxytenanthera abyssinica Leaves,aom-concept,aom-livestock,staging
AOM_006385,Pericopis laxiflora Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_003987,Pericopis laxiflora,aom-concept,aom-livestock,staging
AOM_006326,Piliostigma reticulatum pods Crushed Dried,aom-concept,aom-livestock,staging
AOM_002151,Piliostigma reticulatum pods,aom-concept,aom-livestock,staging
AOM_002150,Piliostigma reticulatum,aom-concept,aom-livestock,staging
AOM_001719,Piliostigma thonningii Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001525,Piliostigma thonningii Leaves,aom-concept,aom-livestock,staging
AOM_006292,Piliostigma thonningii pods Crushed,aom-concept,aom-livestock,staging
AOM_002203,Piliostigma thonningii pods,aom-concept,aom-livestock,staging
AOM_001524,Piliostigma thonningii,aom-concept,aom-livestock,staging
AOM_001722,Pithecellobium dulce Leaves Dried,aom-concept,aom-livestock,staging
AOM_001170,Pithecellobium dulce Leaves,aom-concept,aom-livestock,staging
AOM_001169,Pithecellobium dulce,aom-concept,aom-livestock,staging
AOM_006293,Polyalthia longifolia Leaves Dried,aom-concept,aom-livestock,staging
AOM_002239,Polyalthia longifolia,aom-concept,aom-livestock,staging
AOM_002087,Prosopis Pods Ground,aom-concept,aom-livestock,staging
AOM_001983,Prosopis africana Seed Ground,aom-concept,aom-livestock,staging
AOM_001982,Prosopis africana Seed,aom-concept,aom-livestock,staging
AOM_001171,Prosopis africana,aom-concept,aom-livestock,staging
AOM_000712,Prosopis juliflora,aom-concept,aom-livestock,staging
AOM_006297,Prosopis juliflora Dried,aom-concept,aom-livestock,staging
AOM_000714,Prosopis juliflora Dried Ground,aom-concept,aom-livestock,staging
AOM_006296,Prosopis juliflora Pods Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_006295,Prosopis juliflora Pods Dried Ground,aom-concept,aom-livestock,staging
AOM_001730,Prosopis juliflora Pods Ground,aom-concept,aom-livestock,staging
AOM_000713,Prosopis juliflora Pods,aom-concept,aom-livestock,staging
AOM_003071,Prunus africana,aom-concept,aom-livestock,staging
AOM_001723,Psophocarpus scandens Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001992,Pterocarpus erinaceus Leaves Dried,aom-concept,aom-livestock,staging
AOM_003691,Pterocarpus erinaceus Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_001802,Pterocarpus erinaceus,aom-concept,aom-livestock,staging
AOM_006010,Pterocarpus lucens Leaves Dried,aom-concept,aom-livestock,staging
AOM_006009,Pterocarpus lucens Leaves,aom-concept,aom-livestock,staging
AOM_006012,Pterocarpus lucens Pods Dried,aom-concept,aom-livestock,staging
AOM_006011,Pterocarpus lucens Pods,aom-concept,aom-livestock,staging
AOM_006013,Pterocarpus lucens,aom-concept,aom-livestock,staging
AOM_003906,Quercus ilex Nut,aom-concept,aom-livestock,staging
AOM_006155,Quercus ilex,aom-concept,aom-livestock,staging
AOM_006305,Samanea saman Dried Ground,aom-concept,aom-livestock,staging
AOM_006306,Samanea saman Wilted,aom-concept,aom-livestock,staging
AOM_002230,Samanea saman,aom-concept,aom-livestock,staging
AOM_002221,Searsia lancea,aom-concept,aom-livestock,staging
AOM_002222,Searsia pyroides,aom-concept,aom-livestock,staging
AOM_001918,Sesbania Dried,aom-concept,aom-livestock,staging
AOM_001725,Sesbania goetzei Dried,aom-concept,aom-livestock,staging
AOM_001739,Sesbania goetzei Leaves Dried,aom-concept,aom-livestock,staging
AOM_001174,Sesbania goetzei,aom-concept,aom-livestock,staging
AOM_001229,Sesbania sesban Dried,aom-concept,aom-livestock,staging
AOM_006310,Sesbania sesban Ensiled,aom-concept,aom-livestock,staging
AOM_001902,Sesbania sesban Leaves Dried,aom-concept,aom-livestock,staging
AOM_006308,Sesbania sesban Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001724,Sesbania sesban Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001740,Sesbania sesban Leaves,aom-concept,aom-livestock,staging
AOM_001984,Sesbania sesban Leaves and Twigs Dried,aom-concept,aom-livestock,staging
AOM_001230,Sesbania sesban Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_006309,Sesbania sesban Seed Roasted,aom-concept,aom-livestock,staging
AOM_003080,Sesbania sesban Seed,aom-concept,aom-livestock,staging
AOM_001985,Sesbania sesban Stalks Wilted,aom-concept,aom-livestock,staging
AOM_003079,Sesbania sesban,aom-concept,aom-livestock,staging
AOM_002168,Spondias mombin Leaves,aom-concept,aom-livestock,staging
AOM_003899,Spondias mombin,aom-concept,aom-livestock,staging
AOM_002058,Stereospermum kunthianum,aom-concept,aom-livestock,staging
AOM_006261,Tectona grandis Leaves Wilted,aom-concept,aom-livestock,staging
AOM_002232,Tectona grandis Leaves,aom-concept,aom-livestock,staging
AOM_006395,Tectona grandis Wilted,aom-concept,aom-livestock,staging
AOM_002220,Tectona grandis,aom-concept,aom-livestock,staging
AOM_001821,Terminalia brownii,aom-concept,aom-livestock,staging
AOM_001823,Terminalia brownii Leaves Dried,aom-concept,aom-livestock,staging
AOM_001822,Terminalia brownii Leaves,aom-concept,aom-livestock,staging
AOM_002059,Terminalia sericea,aom-concept,aom-livestock,staging
AOM_000716,Tithonia diversifolia,aom-concept,aom-livestock,staging
AOM_001726,Tithonia diversifolia Dried,aom-concept,aom-livestock,staging
AOM_006255,Tithonia diversifolia Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_001175,Unspecified Indigenous Trees,aom-concept,aom-livestock,staging
AOM_003694,Vachellia erioloba,aom-concept,aom-livestock,staging
AOM_006212,Vachellia polyacantha Leaves Ground,aom-concept,aom-livestock,staging
AOM_001600,Vachellia polyacantha Leaves,aom-concept,aom-livestock,staging
AOM_003693,Vachellia polyacantha,aom-concept,aom-livestock,staging
AOM_006208,Vernonia amygdalina Dried Ground,aom-concept,aom-livestock,staging
AOM_006207,Vernonia amygdalina Ground,aom-concept,aom-livestock,staging
AOM_006210,Vernonia amygdalina Leaves Crushed Dried,aom-concept,aom-livestock,staging
AOM_006209,Vernonia amygdalina Leaves Dried,aom-concept,aom-livestock,staging
AOM_003902,Vernonia amygdalina Leaves,aom-concept,aom-livestock,staging
AOM_006211,Vernonia amygdalina Wilted,aom-concept,aom-livestock,staging
AOM_004614,Vernonia amygdalina,aom-concept,aom-livestock,staging
AOM_006186,Viscum album Dried Ground,aom-concept,aom-livestock,staging
AOM_003999,Viscum album Leaves,aom-concept,aom-livestock,staging
AOM_003984,Viscum album,aom-concept,aom-livestock,staging
AOM_006184,Vitex doniana Ground Wilted,aom-concept,aom-livestock,staging
AOM_006185,Vitex doniana Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_003950,Vitex doniana Leaves Ground,aom-concept,aom-livestock,staging
AOM_003926,Vitex doniana Leaves,aom-concept,aom-livestock,staging
AOM_002060,Vitex simplex,aom-concept,aom-livestock,staging
AOM_006177,Ziziphus jujube Leaves Dried,aom-concept,aom-livestock,staging
AOM_003981,Ziziphus jujuba leaves,aom-concept,aom-livestock,staging
AOM_000726,Legume Forages,aom-concept,aom-livestock,staging
AOM_001205,Aeschynomene histrix,aom-concept,aom-livestock,staging
AOM_001203,Alfalfa Dried,aom-concept,aom-livestock,staging
AOM_001774,Alfalfa Dried Ground,aom-concept,aom-livestock,staging
AOM_002134,Alfalfa Ground,aom-concept,aom-livestock,staging
AOM_002089,Alfalfa Pods Dried,aom-concept,aom-livestock,staging
AOM_002088,Alfalfa Pods,aom-concept,aom-livestock,staging
AOM_000719,Alfalfa,aom-concept,aom-livestock,staging
AOM_001206,Anthyllis tetraphylla,aom-concept,aom-livestock,staging
AOM_001207,Canavalia gladiata,aom-concept,aom-livestock,staging
AOM_001528,Centrosema molle Leaves,aom-concept,aom-livestock,staging
AOM_001527,Centrosema molle,aom-concept,aom-livestock,staging
AOM_002066,Centrosema pubescens Dried Ground,aom-concept,aom-livestock,staging
AOM_001727,Centrosema pubescens Ensiled,aom-concept,aom-livestock,staging
AOM_006062,Centrosema pubescens Dried,aom-concept,aom-livestock,staging
AOM_006061,Centrosema pubescens Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_003549,Centrosema pubescens Leaves,aom-concept,aom-livestock,staging
AOM_001208,Centrosema pubescens,aom-concept,aom-livestock,staging
AOM_001728,Crotalaria ochroleuca Dried,aom-concept,aom-livestock,staging
AOM_001575,Crotalaria ochroleuca,aom-concept,aom-livestock,staging
AOM_001210,Desmodium Dried,aom-concept,aom-livestock,staging
AOM_001209,Desmodium,aom-concept,aom-livestock,staging
AOM_001211,Desmodium distortum,aom-concept,aom-livestock,staging
AOM_001729,Desmodium intortum Dried,aom-concept,aom-livestock,staging
AOM_001212,Desmodium intortum,aom-concept,aom-livestock,staging
AOM_006085,Desmodium tortuosom Dried,aom-concept,aom-livestock,staging
AOM_003962,Desmodium tortuosom,aom-concept,aom-livestock,staging
AOM_006120,Indigofera atriceps Dried,aom-concept,aom-livestock,staging
AOM_003216,Indigofera atriceps,aom-concept,aom-livestock,staging
AOM_001216,Indigofera indica,aom-concept,aom-livestock,staging
AOM_001666,Lablab purpureus Crushed Dried,aom-concept,aom-livestock,staging
AOM_001732,Lablab purpureus Dried,aom-concept,aom-livestock,staging
AOM_006174,Lablab purpureus Dried Ground,aom-concept,aom-livestock,staging
AOM_001665,Lablab purpureus Dried Wilted,aom-concept,aom-livestock,staging
AOM_006087,Lablab purpureus Ensiled,aom-concept,aom-livestock,staging
AOM_006223,Lablab purpureus Haulm Dried,aom-concept,aom-livestock,staging
AOM_001731,Lablab purpureus Leaves Dried,aom-concept,aom-livestock,staging
AOM_001215,Lablab purpureus Leaves,aom-concept,aom-livestock,staging
AOM_001219,Lablab purpureus Stover,aom-concept,aom-livestock,staging
AOM_002204,Lablab purpureus,aom-concept,aom-livestock,staging
AOM_003910,Legume Mixtures Weeds,aom-concept,aom-livestock,staging
AOM_001526,Lotus corniculatus,aom-concept,aom-livestock,staging
AOM_001991,Macroptilium atropurpureum Dried,aom-concept,aom-livestock,staging
AOM_001734,Macroptilium atropurpureum Dried Ground,aom-concept,aom-livestock,staging
AOM_001990,Macroptilium atropurpureum Leaves Dried Ensiled,aom-concept,aom-livestock,staging
AOM_001221,Macroptilium atropurpureum,aom-concept,aom-livestock,staging
AOM_001735,Macrotyloma axillare Dried,aom-concept,aom-livestock,staging
AOM_001222,Macrotyloma axillare,aom-concept,aom-livestock,staging
AOM_001225,Medicago Pods,aom-concept,aom-livestock,staging
AOM_001224,Medicago,aom-concept,aom-livestock,staging
AOM_001226,Medicago arborea,aom-concept,aom-livestock,staging
AOM_001697,Mucuna pruriens Dried,aom-concept,aom-livestock,staging
AOM_006234,Mucuna pruriens Ground,aom-concept,aom-livestock,staging
AOM_003697,Mucuna pruriens Protein Isolate,aom-concept,aom-livestock,staging
AOM_006400,Mucuna pruriens Protein Isolate Alkali Treated Boiled Decorticated Ground,aom-concept,aom-livestock,staging
AOM_006232,Mucuna pruriens Protein Isolate Alkali Treated Boiled Ground,aom-concept,aom-livestock,staging
AOM_006233,Mucuna pruriens Protein Isolate Alkali Treated Dried Ground,aom-concept,aom-livestock,staging
AOM_006230,Mucuna pruriens Seed Alkali Treated Boiled Decorticated Dried Ground,aom-concept,aom-livestock,staging
AOM_006399,Mucuna pruriens Seed Alkali Treated Boiled Dried Ground,aom-concept,aom-livestock,staging
AOM_006229,Mucuna pruriens Seed Alkali Treated Boiled Ground,aom-concept,aom-livestock,staging
AOM_006500,Mucuna pruriens Seed Boiled Decorticated Dried Ground Soaked,aom-concept,aom-livestock,staging
AOM_006231,Mucuna pruriens Seed Boiled Dried Ground,aom-concept,aom-livestock,staging
AOM_001698,Mucuna pruriens Seed Crushed,aom-concept,aom-livestock,staging
AOM_001164,Mucuna pruriens Seed,aom-concept,aom-livestock,staging
AOM_001227,Mucuna pruriens,aom-concept,aom-livestock,staging
AOM_001531,Psophocarpus scandens Leaves,aom-concept,aom-livestock,staging
AOM_001530,Psophocarpus scandens,aom-concept,aom-livestock,staging
AOM_001232,Pueraria phaseoloides Leaves,aom-concept,aom-livestock,staging
AOM_001231,Pueraria phaseoloides,aom-concept,aom-livestock,staging
AOM_001532,Spermacoce stachydea,aom-concept,aom-livestock,staging
AOM_001744,Stylosanthes guianensis Dried,aom-concept,aom-livestock,staging
AOM_001736,Stylosanthes guianensis Dried Ground,aom-concept,aom-livestock,staging
AOM_001235,Stylosanthes guianensis Leaves,aom-concept,aom-livestock,staging
AOM_001233,Stylosanthes guianensis,aom-concept,aom-livestock,staging
AOM_001737,Stylosanthes hamata Cake Ground Roasted,aom-concept,aom-livestock,staging
AOM_001236,Stylosanthes hamata,aom-concept,aom-livestock,staging
AOM_001238,Stylosanthes scabra Dried,aom-concept,aom-livestock,staging
AOM_001237,Stylosanthes scabra,aom-concept,aom-livestock,staging
AOM_002231,Tamarind Leaves,aom-concept,aom-livestock,staging
AOM_001239,Tephrosia bracteolata,aom-concept,aom-livestock,staging
AOM_006258,Tephrosia polystachyum Dried,aom-concept,aom-livestock,staging
AOM_003239,Tephrosia polystachyum,aom-concept,aom-livestock,staging
AOM_003069,Tephrosia purpurea,aom-concept,aom-livestock,staging
AOM_006253,Trifolium Dried,aom-concept,aom-livestock,staging
AOM_001841,Trifolium Ground,aom-concept,aom-livestock,staging
AOM_001529,Trifolium,aom-concept,aom-livestock,staging
AOM_001738,Trifolium alexandrinum Dried,aom-concept,aom-livestock,staging
AOM_006089,Trifolium alexandrinum Ensiled,aom-concept,aom-livestock,staging
AOM_006042,Trifolium alexandrinum Straw Dried,aom-concept,aom-livestock,staging
AOM_006321,Trifolium alexandrinum Straw Urea Treated,aom-concept,aom-livestock,staging
AOM_001241,Trifolium alexandrinum Straw,aom-concept,aom-livestock,staging
AOM_001240,Trifolium alexandrinum,aom-concept,aom-livestock,staging
AOM_006344,Trifolium quartinianum Dried,aom-concept,aom-livestock,staging
AOM_006254,Trifolium repens Dried,aom-concept,aom-livestock,staging
AOM_001548,Trifolium repens,aom-concept,aom-livestock,staging
AOM_000725,Vicia Dried,aom-concept,aom-livestock,staging
AOM_001993,Vicia Dried Wilted,aom-concept,aom-livestock,staging
AOM_001242,Vicia,aom-concept,aom-livestock,staging
AOM_001243,Vicia dasycarpa,aom-concept,aom-livestock,staging
AOM_000734,Other Forage Plants,aom-concept,aom-livestock,staging
AOM_003063,Acalypha fimbriata,aom-concept,aom-livestock,staging
AOM_001534,Amaranthus cruentus Leaves Ground,aom-concept,aom-livestock,staging
AOM_001533,Amaranthus cruentus,aom-concept,aom-livestock,staging
AOM_003545,Aspilia africana Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_003064,Aspilia africana,aom-concept,aom-livestock,staging
AOM_001569,Asteriscus maritimus,aom-concept,aom-livestock,staging
AOM_001570,Atractylis cancellata,aom-concept,aom-livestock,staging
AOM_001535,Atriplex halimus,aom-concept,aom-livestock,staging
AOM_006028,Bamboo Leaves Dried,aom-concept,aom-livestock,staging
AOM_006213,Bamboo Leaves Dried Ensiled Molasse Treated Urea Treated,aom-concept,aom-livestock,staging
AOM_006029,Bamboo Leaves Wilted,aom-concept,aom-livestock,staging
AOM_002169,Bamboo Leaves,aom-concept,aom-livestock,staging
AOM_006030,Bambusa balcooa Leaves Dried,aom-concept,aom-livestock,staging
AOM_003914,Bambusa balcooa Leaves,aom-concept,aom-livestock,staging
AOM_003893,Bambusa balcooa,aom-concept,aom-livestock,staging
AOM_006350,Bambusa bambos,aom-concept,aom-livestock,staging
AOM_006351,Bambusa tulda,aom-concept,aom-livestock,staging
AOM_003895,Bambusa vulgaris Leaves,aom-concept,aom-livestock,staging
AOM_006031,Bambusa vulgaris,aom-concept,aom-livestock,staging
AOM_002305,Beta vulgaris,aom-concept,aom-livestock,staging
AOM_003062,Bidens diffusa,aom-concept,aom-livestock,staging
AOM_001628,Catha edulis Residue Dried,aom-concept,aom-livestock,staging
AOM_001741,Catha edulis Residue Ensiled,aom-concept,aom-livestock,staging
AOM_001574,Catha edulis Residue,aom-concept,aom-livestock,staging
AOM_001573,Catha edulis,aom-concept,aom-livestock,staging
AOM_001637,Chromolaena odorata Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001863,Chromolaena odorata Leaves Ground,aom-concept,aom-livestock,staging
AOM_001636,Chromolaena odorata Leaves,aom-concept,aom-livestock,staging
AOM_001536,Chromolaena odorata,aom-concept,aom-livestock,staging
