concept_id,preferred_label,cohort_scope,feed_material_direct_branch_ids,feed_material_direct_branch_labels,depth_from_feed_materials,depth_from_feed_additives,depth_from_feed_chemical_substances,current_parent_ids,current_parent_labels,direct_child_count,descendant_count,review_requirement
AOM_006180,Tamarind,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,3,,,AOM_000667,Legume Products,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_006181,Wheat Straw Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001887,Wheat Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006182,Watermelon Vine Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_003933,Watermelon Vine,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006183,Watermelon Vine Dried Fermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_003933,Watermelon Vine,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006184,Vitex doniana Ground Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_100966,Vitex doniana forage materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006185,Vitex doniana Leaves Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003926,Vitex doniana Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006186,Viscum album Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003984,Viscum album,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006187,Rice Husk Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000576,Rice Husk,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006188,Rice Husk Fermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000576,Rice Husk,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006190,Rice Straw Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006191,Rice Straw Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006192,Rice Straw Dried Ensiled Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006194,Shell Ground,feed-material-descendant,AOM_100976,Animal by-products,3,,,AOM_000558,Shell,0,0,affected-descendant-inventory
AOM_006196,Adansonia digitata Seed Cake Decorticated Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001790,Adansonia digitata Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006198,Cochlospermum planchonii Rhizomes Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003879,Cochlospermum planchonii Rhizomes,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006199,Teff,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_000594,Cereal ByProducts,2,5,affected-descendant-inventory;source-navigation-impact-review
AOM_006200,Garlic Oil,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_100943,Garlic products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006201,Khat Leftover Crushed Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_003646,Khat Leftover,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006203,Opuntia ficus indica Peel,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001166,Opuntia ficus indica,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006204,Moringa oleifera Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001152,Moringa oleifera,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006205,Opuntia ficus indica Cladode Crushed,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001914,Opuntia ficus indica Cladode,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006206,Wheat Straw Ensiled Fermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001887,Wheat Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006207,Vernonia amygdalina Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_004614,Vernonia amygdalina,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006208,Vernonia amygdalina Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_004614,Vernonia amygdalina,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006209,Vernonia amygdalina Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003902,Vernonia amygdalina Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006210,Vernonia amygdalina Leaves Crushed Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003902,Vernonia amygdalina Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006211,Vernonia amygdalina Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_004614,Vernonia amygdalina,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006212,Vachellia polyacantha Leaves Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001600,Vachellia polyacantha Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006213,Bamboo Leaves Dried Ensiled Molasse Treated Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_002169,Bamboo Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006214,Cassava Peel Grated Pressed Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002112,Cassava Peel,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006215,Cassava Peel Enzyme Treated Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002112,Cassava Peel,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006216,Cassava Peel Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002112,Cassava Peel,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006217,Citrus Pulp Alkali Treated Dried Fermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_003885,Citrus Pulp,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006218,Maize Cob Enzyme Treated Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000569,Maize Cob,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006219,Delonix regia Seed Alkali Treated Dried Fermented Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003919,Delonix regia Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006220,Distillers Grain Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_000594,Cereal ByProducts,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006221,Beet Fodder Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100908,Beet by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006222,Unspecified Forage,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_000594,Cereal ByProducts,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006223,Lablab purpureus Haulm Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_002204,Lablab purpureus,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006224,Lima Bean Vein Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_003929,Lima Bean Vein,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006226,Maize Bran Alkali Treated Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001614,Maize Bran,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006227,Moringa oleifera Leaves Extract Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001979,Moringa oleifera Leaves Extract,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006229,Mucuna pruriens Seed Alkali Treated Boiled Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001164,Mucuna pruriens Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006230,Mucuna pruriens Seed Alkali Treated Boiled Decorticated Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001164,Mucuna pruriens Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006231,Mucuna pruriens Seed Boiled Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001164,Mucuna pruriens Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006232,Mucuna pruriens Protein Isolate Alkali Treated Boiled Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_100968,Mucuna pruriens protein products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006233,Mucuna pruriens Protein Isolate Alkali Treated Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_100968,Mucuna pruriens protein products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006234,Mucuna pruriens Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001227,Mucuna pruriens,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006236,Nassella Trichotoma,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006237,Olive Cake Ensiled Enzyme Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001192,Olive Cake,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006238,Onion Veins Ensiled,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_003359,Onion Veins,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006241,Unspecified Yeast,feed-material-descendant;direct-feed-material-child,AOM_006241,Unspecified Yeast,1,,,AOM_100850,Feed materials,0,0,affected-descendant-inventory;row-level-disposition
AOM_006242,Unspecified Grass Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001912,Unspecified Grass,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006244,Unspecified Straw Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_000582,Unspecified Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006250,Typha domingensis Ensiled Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003931,Typha domingensis,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006251,Tristachya leucothrix Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003104,Tristachya leucothrix,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006252,Unspecified Grass Urea Treated Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001912,Unspecified Grass,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006253,Trifolium Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001529,Trifolium,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006254,Trifolium repens Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001548,Trifolium repens,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006255,Tithonia diversifolia Ensiled Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000716,Tithonia diversifolia,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006256,Themeda triandra Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001450,Themeda triandra,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006257,Themeda triandra Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001450,Themeda triandra,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006258,Tephrosia polystachyum Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003239,Tephrosia polystachyum,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006259,Teff Straw Ensiled Fermented Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_003102,Teff Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006260,Teff Straw Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_003102,Teff Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006261,Tectona grandis Leaves Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_002232,Tectona grandis Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006262,Taro Root Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_003266,Taro Root,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006263,Sweet Potato Peels Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002101,Sweet Potato Peels,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006264,Sugarcane Peel Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002344,Sugarcane Peel,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006266,Sugarcane Bagasse Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002166,Sugarcane Bagasse,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006267,Sugarcane Bagasse Enzyme Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002166,Sugarcane Bagasse,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006268,Sugarcane Bagasse Fermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002166,Sugarcane Bagasse,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006269,Sugarcane Bagasse Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002166,Sugarcane Bagasse,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006270,Sugar Beet Crushed,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_003482,Sugar Beet,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006271,Sugar Beet Pulp Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001483,Sugar Beet Pulp,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006272,Sporobolus natalensis Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001448,Sporobolus natalensis,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006275,Panicum antidotale Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_100975,Panicum antidotale forage materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006276,Panicum maximum Ensiled Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001407,Panicum maximum,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006277,Panicum Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003677,Panicum,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006278,Groundnut Veins Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_003858,Groundnut Veins,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006279,Pennisetum purpureum Ensiled,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000689,Pennisetum purpureum,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006280,Pennisetum Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001443,Pennisetum,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006281,Date Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_002348,Date Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006282,Date Leaves Wilted,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_002348,Date Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006283,Date Leaves Ensiled Wilted,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_002348,Date Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006284,Date Leaves Dried Enzyme Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_002348,Date Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006285,Date Leaves Ensiled Sprouted Wilted,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_002348,Date Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006290,Phyllanthus amarus Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003068,Phyllanthus amarus,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006292,Piliostigma thonningii pods Crushed,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_002203,Piliostigma thonningii pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006293,Polyalthia longifolia Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_002239,Polyalthia longifolia,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006295,Prosopis juliflora Pods Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_000713,Prosopis juliflora Pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006296,Prosopis juliflora Pods Dried Fermented Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_000713,Prosopis juliflora Pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006297,Prosopis juliflora Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000712,Prosopis juliflora,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006299,Rice Husk Enzyme Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000576,Rice Husk,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006300,Rice Offal Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000577,Rice Offal,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006301,Rice Straw Ensiled Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006302,Rice Straw Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006303,Rice Straw Dried Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006304,Rice Straw Fermented Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006305,Samanea saman Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_002230,Samanea saman,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006306,Samanea saman Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_002230,Samanea saman,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006307,Sesame Seed Cake Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001440,Sesame Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006308,Sesbania sesban Leaves Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001740,Sesbania sesban Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006309,Sesbania sesban Seed Roasted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003080,Sesbania sesban Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006310,Sesbania sesban Ensiled,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003079,Sesbania sesban,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006311,Sheanut Cake Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001278,Sheanut Cake,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006312,Sorghum Husk Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_002339,Sorghum Husk,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006313,Sorghum Straw Crushed,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000581,Sorghum Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006314,Sorghum Straw Crushed Dried Fermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000581,Sorghum Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006315,Sorghum sudanense Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001446,Sorghum sudanense,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006316,Sorghum Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100863,Sorghum by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006317,Soybean Cheese Waste Crushed Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_003930,Soybean Cheese Waste,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006319,Soybean Straw Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001271,Soybean Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006320,African Yam Bean Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100907,African yam bean by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006321,Trifolium alexandrinum Straw Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001241,Trifolium alexandrinum Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006325,Flaxseed Oil Cold pressed,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001255,Flaxseed Oil,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006326,Piliostigma reticulatum pods Crushed Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_002151,Piliostigma reticulatum pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006327,Rosemary Residues Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_003887,Rosemary Residues,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006328,Sorghum Straw Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000581,Sorghum Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006329,Soybean Residue Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000614,Soybean Residue,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006334,Rumen-protected fat feed materials,feed-material-descendant;direct-feed-material-child,AOM_006334,Rumen-protected fat feed materials,1,,,AOM_100850,Feed materials,1,1,affected-descendant-inventory;row-level-disposition
AOM_006335,Rice Offal Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000577,Rice Offal,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006336,Rice Straw Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006337,Rice Straw Dried Fermented Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000579,Rice Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006339,Anti fungi,feed-additive-branch,,,,2,,AOM_101138,Technological feed additives,0,0,authority-boundary-comparison
AOM_006340,Propionibacterium freudenreinchi,feed-additive-branch,,,,3,,AOM_003076,Probiotic,0,0,authority-boundary-comparison
AOM_006341,Moringa oleifera Seed Oil,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003971,Moringa oleifera Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006343,Moringa oleifera Seed Cake Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003971,Moringa oleifera Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006344,Trifolium quartinianum Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_100969,Trifolium quartinianum forage materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006345,Soybean Straw Dried Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001271,Soybean Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006346,Marula Kernel Cake,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_100885,Marula by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006347,Marula Seed Cake Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_100885,Marula by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006348,Orange Waste Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_100887,Orange by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_006349,Pleurotus ostreatus,feed-material-descendant;direct-feed-material-child;reported-concept,AOM_006349,Pleurotus ostreatus,1,,,AOM_100850,Feed materials,0,0,affected-descendant-inventory;row-level-disposition
AOM_006350,Bambusa bambos,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
