case_id,priority,top_branch,review_batch,candidate_parent_label,candidate_parent_path,candidate_depth,affected_child_count,affected_child_ids,sample_child_labels,nearest_explicit_ancestor_id,nearest_explicit_ancestor_path,same_label_existing_ids,review_question,decision,approved_parent_id,reviewer,review_date,evidence,rationale
PARENT-208,medium,Management,Management / Livestock Management,Fodder Storage,Management/Livestock Management/Pasture Management/Fodder Storage,4,3,AOM_000181;AOM_000182;AOM_000183,Fodder Banks; Hay; Silage,AOM_000107,Management/Livestock Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-209,medium,Management,Management / Livestock Management,Rearing Stage,Management/Livestock Management/Rearing Stage,3,6,AOM_000955;AOM_000983;AOM_001000;AOM_001017;AOM_001039;AOM_001048,Cattle;Buffalo; Sheep; Goat; Pig; Chicken,AOM_000107,Management/Livestock Management,AOM_000865;AOM_000874,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-210,medium,Management,Management / Livestock Management,Young,Management/Livestock Management/Rearing Stage/Chicken/Young,5,3,AOM_001040;AOM_001041;AOM_001042,Chick; Young Female; Young Male,AOM_001039,Management/Livestock Management/Rearing Stage/Chicken,AOM_000961;AOM_000989;AOM_001006;AOM_001024,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-211,medium,Management,Management / Livestock Management,Young,Management/Livestock Management/Rearing Stage/Fish/Young,5,4,AOM_001049;AOM_001050;AOM_001051;AOM_001052,Fry; Fingerling; Juvenile; Sub-adult,AOM_001048,Management/Livestock Management/Rearing Stage/Fish,AOM_000961;AOM_000989;AOM_001006;AOM_001024,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-212,medium,Management,Management / Livestock Practices,Feed Management,Management/Livestock Practices/Feed Management,3,3,AOM_003003;AOM_003011;AOM_003021,Feed Addition; Feed Substitution; Concentrated Feed,AOM_000106,Management,AOM_000108,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-213,normal,Management,Management / Livestock Practices,Crop Fodders,Management/Livestock Practices/Feed Management/Feed Addition/Crop Fodders,5,1,AOM_003004,Product,AOM_003003,Management/Livestock Practices/Feed Management/Feed Addition,AOM_003014,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-214,normal,Outcomes,Outcomes / Efficiency,Nitrogen Use Efficiency,Outcomes/Efficiency/Feed Efficiency/Nitrogen Use Efficiency,4,1,AOM_000509,Apparent N Efficiency,AOM_000512,Outcomes/Efficiency/Feed Efficiency,AOM_000502,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-215,medium,Outcomes,Outcomes / Productivity,Opportunity Cost,Outcomes/Productivity/Economics/Costs/Opportunity Cost,5,3,AOM_000448;AOM_000449;AOM_000450,Labor Opportunity Cost; Capital Opportunity Cost; Land Opportunity Cost,AOM_000403,Outcomes/Productivity/Economics/Costs,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-216,normal,Outcomes,Outcomes / Productivity,Total Cost per Asset,Outcomes/Productivity/Economics/Costs/Total Cost/Total Cost per Asset,6,2,AOM_000405;AOM_000406,Total Cost per Animal; Total Cost per Area,AOM_000404,Outcomes/Productivity/Economics/Costs/Total Cost,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-217,normal,Outcomes,Outcomes / Productivity,Total Cost Efficiency,Outcomes/Productivity/Economics/Costs/Total Cost Efficiency,5,1,AOM_000407,Total Cost per Unit Production,AOM_000403,Outcomes/Productivity/Economics/Costs,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-218,medium,Outcomes,Outcomes / Productivity,Inputs,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs,6,3,AOM_000418;AOM_000427;AOM_003090,Variable Costs-Mulch; Variable Costs-Seed or Planting Material; Variable Costs-Nutrients,AOM_003110,Outcomes/Productivity/Economics/Costs/Variable Cost,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-219,normal,Outcomes,Outcomes / Productivity,Variable Costs-Pest Control,Outcomes/Productivity/Economics/Costs/Variable Cost/Inputs/Variable Costs-Pest Control,7,2,AOM_000422;AOM_000426,Variable Costs-Pesticides; Variable Costs-Biological Control,AOM_003110,Outcomes/Productivity/Economics/Costs/Variable Cost,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-220,normal,Outcomes,Outcomes / Productivity,Family Labor Cost,Outcomes/Productivity/Economics/Costs/Variable Cost/Labor Cost/Family Labor Cost,7,2,AOM_000441;AOM_000442,Family  Labor Cost (Male); Family  Labor Cost (Female),AOM_000439,Outcomes/Productivity/Economics/Costs/Variable Cost/Labor Cost,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-221,normal,Outcomes,Outcomes / Productivity,Variable Cost-Animal Care,Outcomes/Productivity/Economics/Costs/Variable Cost/Variable Cost-Animal Care,6,1,AOM_000432,Variable Costs-Veterinary,AOM_003110,Outcomes/Productivity/Economics/Costs/Variable Cost,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-222,medium,Outcomes,Outcomes / Productivity,Monetary Private Benefits-Income,Outcomes/Productivity/Economics/Private Benefits/Monetary Private Benefits/Monetary Private Benefits-Income,6,3,AOM_000451;AOM_000452;AOM_000453,Monetary Private Benefits-Sale of produce; Monetary Private Benefits-Sale of manure; Monetary Private Benefits-Animal rent,AOM_000397,Outcomes/Productivity/Economics,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-223,medium,Outcomes,Outcomes / Productivity,Non-Monetary Private Benefits,Outcomes/Productivity/Economics/Private Benefits/Non-Monetary Private Benefits,5,3,AOM_000454;AOM_000455;AOM_000456,Non-Monetary Private Benefits-Consumption; Non-Monetary Private Benefits-Nutrient/Soil management; Non-Monetary Private Benefits-Animal labour,AOM_000397,Outcomes/Productivity/Economics,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-224,normal,Outcomes,Outcomes / Productivity,Societal Benefits,Outcomes/Productivity/Economics/Societal Benefits,4,2,AOM_000457;AOM_000458,Monetary Societal Benefits; Non-monetary Societal Benefits,AOM_000397,Outcomes/Productivity/Economics,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-225,normal,Outcomes,Outcomes / Productivity,Variable Cost,Outcomes/Productivity/Economics/Variable Cost,4,1,AOM_001087,Animal Bedding,AOM_000397,Outcomes/Productivity/Economics,AOM_003110,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-226,medium,Outcomes,Outcomes / Productivity,Inputs,Outcomes/Productivity/Economics/Variable Cost/Inputs,5,3,AOM_001084;AOM_001085;AOM_001086,Variable Cost-Innoculants; Variable Cost-Biopesticides; Variable Cost-Soil Amendments,AOM_000397,Outcomes/Productivity/Economics,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-228,normal,Outcomes,Outcomes / Productivity,Labour,Outcomes/Productivity/Labour,3,2,AOM_000393;AOM_000396,Labour-Time; Return to Labour,AOM_000360,Outcomes/Productivity,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-229,normal,Outcomes,Outcomes / Productivity,Milk Fat,Outcomes/Productivity/Yield/Product Yield/Animals/Milk Fat,6,2,AOM_000381;AOM_000382,Milk Fat Yield; Milk Fat Content,AOM_000366,Outcomes/Productivity/Yield/Product Yield/Animals,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-230,normal,Outcomes,Outcomes / Productivity,Yield Stability,Outcomes/Productivity/Yield/Yield Stability,4,1,AOM_000496,Yield Stability,AOM_000361,Outcomes/Productivity/Yield,AOM_000496,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-231,normal,Outcomes,Outcomes / Social,Gender Equity,Outcomes/Social/Gender Equity,3,2,AOM_000517;AOM_000518,Income Female; Income Male,AOM_000358,Outcomes,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-232,normal,Species,Species / Animal,Urchins,Species/Animal/Aquatic/Urchins,4,1,AOM_000036,Collector Urchin,AOM_000032,Species/Animal/Aquatic,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-233,normal,Species,Species / Animal,Porcine,Species/Animal/Terrestrial/Mammal/Porcine,5,1,AOM_000017,Pig,AOM_000004,Species/Animal/Terrestrial/Mammal,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-006,resolved,Management,Management / Livestock Management,Minerals,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition/Minerals,5,13,AOM_000227;AOM_000234;AOM_000236;AOM_000250;AOM_000251;AOM_000253;AOM_000254;AOM_000264;AOM_000265;AOM_000266;AOM_000284;AOM_002210;AOM_002299,Calcium; Cobalt; Copper; Iodine; Iron,AOM_000196,Management/Livestock Management/Feed Characteristic/Feed Chemical Composition,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100849,Pete Steward,2026-08-03,review/livestock-v2/PRIORITY_RECOMMENDATIONS.md,Groups 13 measured mineral-element feed-composition concepts; distinct from mineral supplements.
PARENT-007,resolved,Management,Management / Livestock Management,Feed Ingredient,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient,5,18,AOM_000531;AOM_000532;AOM_000533;AOM_000534;AOM_000535;AOM_000559;AOM_000561;AOM_000735;AOM_000736;AOM_000781;AOM_000807;AOM_000809;AOM_000811;AOM_001491;AOM_001916;AOM_003076;AOM_003100;AOM_006389,Ingredient name; Ingredient part; Ingredient species; Ingredient proportion; Ingredient source,AOM_000328,Management/Livestock Management/Feed Characteristic,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100850,Pete Steward,2026-08-03,review/livestock-v2/PRIORITY_RECOMMENDATIONS.md,"Reconstructs approved legacy hierarchy for 18 children. Ingredient name, part, species, proportion, and source remain flagged for later remodeling as schema properties."
PARENT-036,resolved,Management,Management / Livestock Management,Maize,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Maize,8,12,AOM_000569;AOM_000571;AOM_000572;AOM_001292;AOM_001294;AOM_001297;AOM_001298;AOM_001299;AOM_001434;AOM_001614;AOM_003297;AOM_006001,Maize Cob; Maize Offal; Maize Straw; Maize Gluten; Maize Germ,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_000648,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100851,Pete Steward,2026-08-03,review/livestock-v2/PRIORITY_RECOMMENDATIONS.md,Groups 12 maize-derived feed materials without conflating them with AOM_000648 Maize crop/product concept.
PARENT-078,resolved,Management,Management / Livestock Management,Soybean,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts/Soybean,8,12,AOM_000610;AOM_000611;AOM_000612;AOM_000614;AOM_001271;AOM_001272;AOM_001361;AOM_001891;AOM_002020;AOM_002021;AOM_00205;AOM_003930,Soybean Cake; Soybean Full Fat Cake; Soybean Dried; Soybean Residue; Soybean Straw,AOM_000615,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Legume ByProducts,AOM_001582,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100852,Pete Steward,2026-08-03,review/livestock-v2/PRIORITY_RECOMMENDATIONS.md,Groups 12 soybean-derived feed materials without conflating them with AOM_001582 Soybean crop/product concept; two processed-whole-soybean records remain flagged for classification review.
PARENT-200,resolved,Management,Management / Livestock Management,Grazing Management,Management/Livestock Management/Grazing Management,3,10,AOM_000936;AOM_000944;AOM_000945;AOM_000946;AOM_000947;AOM_000948;AOM_000949;AOM_000950;AOM_000951;AOM_000954,Grazing Intensity; Number of fields per unit; Target sward height; Max sward height; Field Size,AOM_000107,Management/Livestock Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100853,Pete Steward,2026-08-03,review/livestock-v2/PRIORITY_RECOMMENDATIONS.md,Reconstructs approved grouping for 10 grazing-management concepts; eight quantitative fields remain flagged for later schema remodeling.
PARENT-227,resolved,Outcomes,Outcomes / Productivity,Management Activities,Outcomes/Productivity/Economics/Variable Cost/Management Activities,5,12,AOM_000459;AOM_000460;AOM_000461;AOM_000462;AOM_000463;AOM_001077;AOM_001078;AOM_001079;AOM_001080;AOM_001081;AOM_001082;AOM_001083,Variable Cost-Tillage; Variable Cost-Weeding; Variable Cost-Harvesting; Variable Cost-Threshing; Variable Cost-Planting,AOM_000397,Outcomes/Productivity/Economics,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100854,Pete Steward,2026-08-03,review/livestock-v2/PRIORITY_RECOMMENDATIONS.md,Groups 12 activity-specific variable-cost outcomes under existing AOM_003110 Variable Cost rather than reproducing broken legacy path.
PARENT-031,resolved,Management,Management / Livestock Management,Baby Corn,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Baby Corn,8,1,AOM_001675,Baby Corn Stalk,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100855,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups baby-corn-derived feed materials without asserting crop identity.
PARENT-032,resolved,Management,Management / Livestock Management,Barley,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Barley,8,4,AOM_000584;AOM_001178;AOM_001806;AOM_002013,Barley Straw; Barley Dried; Barley Bran; Barley Dried Ground,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_001202,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100856,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups barley-derived feed materials; questionable processed whole-grain forms remain queued for classification review.
PARENT-033,resolved,Management,Management / Livestock Management,Cheka,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Cheka,8,1,AOM_003567,Cheka Residue,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100857,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups Cheka processing residue used as feed material.
PARENT-035,resolved,Management,Management / Livestock Management,Finger Millet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Finger Millet,8,1,AOM_004005,Finger Millet Straw,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100858,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups finger-millet-derived feed materials without asserting crop identity.
PARENT-037,resolved,Management,Management / Livestock Management,Millet,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Millet,8,2,AOM_001290;AOM_001291,Millet Bran; Millet Straw,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_000654,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100859,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups millet-derived feed materials separately from AOM_000654 Millet crop/product.
PARENT-038,resolved,Management,Management / Livestock Management,Oat,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat,8,3,AOM_001618;AOM_001835;AOM_006143,Oat Fodder; Oat Straw; Oat Dried,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_001895,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100860,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups oat-derived feed materials; fodder and dried forms remain queued for classification review.
PARENT-040,resolved,Management,Management / Livestock Management,Rice,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rice,8,7,AOM_000575;AOM_000576;AOM_000577;AOM_000578;AOM_000579;AOM_001280;AOM_003854,Rice Bran; Rice Husk; Rice Offal; Rice Polish; Rice Straw,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100861,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups rice-derived feed materials without asserting crop identity.
PARENT-041,resolved,Management,Management / Livestock Management,Rye,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Rye,8,1,AOM_000580,Rye Bran,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100862,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups rye-derived feed materials without asserting crop identity.
PARENT-042,resolved,Management,Management / Livestock Management,Sorghum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum,8,7,AOM_000581;AOM_001276;AOM_001772;AOM_001813;AOM_001892;AOM_002339;AOM_006316,Sorghum Straw; Sorghum Ground; Sorghum Bran; Sorghum Brewers Grain; Sorghum Threshed Top,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_001316,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100863,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups sorghum-derived feed materials; processed whole-grain and sprout forms remain queued for classification review.
PARENT-044,resolved,Management,Management / Livestock Management,Wheat,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat,8,5,AOM_000585;AOM_000587;AOM_000589;AOM_000591;AOM_001887,Wheat Bran; Wheat Dried; Wheat Offal; Wheat Shorts; Wheat Straw,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_001319,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",mint,AOM_100864,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Groups wheat-derived feed materials; dried form remains queued for classification review.
PARENT-034,resolved,Management,Management / Livestock Management,Distillers Grain,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Distillers Grain/Distillers Grain,9,1,AOM_006220,Distillers Grain Dried,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",reparent,AOM_000594,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Flatten redundant Distillers Grain/Distillers Grain path; dried material remains directly under Cereal ByProducts.
PARENT-039,resolved,Management,Management / Livestock Management,Oat Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Oat/Oat Leaves,9,2,AOM_000574;AOM_001702,Oat Leaves Dried; Oat Leaves Dried Ground,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",reparent,AOM_100860,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Avoid single-purpose Oat Leaves intermediate; attach processed leaf forms to Oat by-products grouping.
PARENT-043,resolved,Management,Management / Livestock Management,Sorghum Sprout,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Sorghum/Sorghum Sprout,9,1,AOM_002086,Sorghum Sprout Dried Ground,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_001365,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",reparent,AOM_100863,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Avoid duplicate contextual Sorghum Sprout node; attach dried-ground material to Sorghum by-products grouping.
PARENT-045,resolved,Management,Management / Livestock Management,Wheat Ground,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts/Wheat/Wheat Ground,9,1,AOM_001261,Wheat Ground Remoulage,AOM_000594,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Crop Byproduct/Cereal ByProducts,AOM_001346,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",reparent,AOM_100864,Pete Steward,2026-08-03,review/livestock-v2/CEREAL_BYPRODUCT_RECOMMENDATIONS.md,Avoid duplicate contextual Wheat Ground node; attach remoulage directly to Wheat by-products grouping.
