concept_id,language,definition,source_column
AOM_000505,en,"Nitrogen use efficiency of aboveground biomass (the whole plant, grain + biomass) measured using nitrogen-15 stable isotope methods. Formula =15N/N.input.",Description
AOM_000504,en,"Nitrogen use efficiency of a crop product component (e.g., grain) measured using nitrogen-15 stable isotope methods. Formula =15N/N.input. The product component of the crop is used (e.g., grain).",Description
AOM_000508,en,"Partial nitrogen balance for crop aboveground biomass (the whole plant, grain + biomass). Formula = N.product/N.input.",Description
AOM_000507,en,"Partial nitrogen balance of a crop product component (e.g., grain). Formula = N.product/N.input.",Description
AOM_000511,en,"Weight of output (kg) per quantity of input (kg). Can be any input and any output (other than N, P & K).",Description
AOM_000500,en,"Water used to produce crops (e.g., per unit product or unit land).",Description
AOM_000478,en,"Species that provide benefits to crop production (i.e., species provide postive regulating ecosystem services). These can include pollinators (e.g., bees), arbuscular mycorrhizal fungi (AMF) colonisation of crop roots, earthworms or microrganisms involved in nutrient cycling or decomposition. Measures can include their abundance, taxonomic or functional diversity (include details in the Units column).",Description
AOM_000477,en,"The species richness or diversity (such as the Shannon or Simpsons index) of a community of organisms within the experimental field. Whether the group of organsims is beneficial, neutral or detrimental to production should be unclear or mixed. One typically reported measure of biodiversity is microbial biomass.",Description
AOM_000493,en,Soil cation exchange capacity.,Description
AOM_000494,en,Soil effective cation exchange capacity.,Description
AOM_000481,en,Quantity or extent of soil movement due to water or wind.,Description
AOM_000492,en,The rate of water movement into the soil.,Description
AOM_000482,en,Quantity of water moving off site,Description
AOM_000488,en,Stock or concentration of nitrogen in the soil reported as available nitrogen (NO3 + NH4).,Description
AOM_000491,en,Amount of water in the soil.,Description
AOM_000490,en,Stock or concentration of nitrogen in the soil reported as ammonium (NH4).,Description
AOM_000486,en,"Stock or concentration of soil nitrogen exact nature of the nitrogen is not clear (i.e. it is unknown if it is total, available, nitrate or ammonium) or is some other measure of nitrogen.",Description
AOM_000489,en,Stock or concentration of nitrogen in the soil reported as nitrate (NO3).,Description
AOM_000484,en,Concentration or stock of organic carbon in soil (SOC).,Description
AOM_000485,en,Change in soil organic carbon (SOC) over time compared to a baseline condition at the beginning of the experiment.,Description
AOM_000483,en,Concentration or stock of organic matter in soil (SOM).,Description
AOM_000487,en,Stock or concentration of nitrogen in the soil reported as total nitrogen (TN).,Description
AOM_000359,en,The amount of a feed or feed ingredient consumed by an animal.,Description
AOM_000529,en,Stock or amount of carbon in above ground biomass.,Description
AOM_000530,en,Stock or amount of carbon in below ground biomass.,Description
AOM_000527,en,Quantity in carbon pool or stock (as total carbon or organic carbon) and reported on soil profiles of at least 30cm or more.,Description
AOM_000524,en,Flux (emissions or consumption)of carbon dioxide (CO2) over time.,Description
AOM_000521,en,"Emissions over time expressed as CO2 equivalent (e.g. CO2e, CO2eq or CO2-e), often expressed as emissions per area.",Description
AOM_000525,en,Emissions per unit of output (e.g. kg CO2 per kg grain). Cumulative emissions relative to production.,Description
AOM_000522,en,Flux (emissions or consumption) of methane (CH4) over time.,Description
AOM_000523,en,"Flux (emissions or consumption) of nitrous oxides (NOx, NO or NO2) over time.",Description
AOM_000498,en,Animals that do not survive.,Description
AOM_000497,en,Animal offspring that survive to production.,Description
AOM_000408,en,"Cost that are constant whatever the amount of goods produced, for example land rental costs.",Description
